Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
02/09/2021,6,IA,19219,453456,18204,13948,318085,12187,Admin,19219,18204,5209,129256,5760
02/09/2021,6,CO,30616,932622,29645,17035,645465,14583,Admin,30616,29646,13214,276299,14680
02/09/2021,6,NJ,1903,1096789,37172,29110,851190,21982,Report,1903,37172,0,0,0
02/09/2021,6,ND,4622,152242,4741,2309,103936,2693,Admin,4622,4742,2274,46172,2031
02/09/2021,6,MI,59556,1556864,50058,29437,1091698,24417,Admin,59556,50058,29671,439821,25041
02/09/2021,6,IN,42431,1104543,35251,20203,778237,19149,Admin,42431,35251,20224,285607,14672
02/09/2021,6,NC,13132,1287493,44477,6563,1005714,26656,Report,13132,44477,0,0,0
02/09/2021,6,ME,8596,218838,7344,6043,158597,4839,Admin,8596,7344,2506,57864,2478
02/09/2021,6,RP,1,3468,42,0,3109,0,Report,1,42,0,0,0
02/09/2021,6,OR,18255,572695,19199,12426,425086,10293,Report,18255,19199,0,0,0
02/09/2021,6,HI,0,194035,8017,0,142259,4500,Report,0,8017,0,0,0
02/09/2021,6,MT,851,140124,4686,538,102903,3069,Report,851,4686,0,0,0
02/09/2021,6,CT,21747,632787,17732,9505,450942,8500,Admin,21747,17733,11777,170943,9086
02/09/2021,6,NY,115914,3133530,102968,43923,2148092,48115,Admin,115914,102969,66371,848706,50807
02/09/2021,6,NV,4846,351531,14051,3949,282040,9671,Report,4846,14051,0,0,0
02/09/2021,6,WA,13278,951204,29919,8495,740234,20132,Report,13278,29919,0,0,0
02/09/2021,6,IL,76132,1836052,68083,55156,1403682,53104,Admin,76132,68084,19506,378817,13734
02/09/2021,6,TX,114118,3436180,134278,77081,2589885,85476,Report,114118,134278,0,0,0
02/09/2021,6,MA,25866,832242,29538,18977,649131,21669,Report,25866,29538,0,0,0
02/09/2021,6,DE,4336,155351,3684,3058,121928,2609,Admin,4336,3685,1257,32037,1060
02/09/2021,6,AZ,49906,1200164,44733,29443,900366,27828,Admin,49906,44733,17918,259732,15136
02/09/2021,6,GU,1349,41212,1023,567,30310,600,Admin,1349,1024,780,10237,411
02/09/2021,6,AK,1940,152874,4204,1046,110936,1980,Report,1940,4204,0,0,0
02/09/2021,6,MP,266,12566,269,151,8191,129,Admin,266,270,115,4367,140
02/09/2021,6,CT,11908,554322,14033,5904,412601,7301,Report,11908,14033,0,0,0
02/09/2021,6,UT,3638,510267,26519,2068,307059,8789,Report,3638,26519,0,0,0
02/09/2021,6,AZ,22789,863807,33164,17273,695970,23071,Report,22789,33164,0,0,0
02/09/2021,6,WV,5776,368984,10289,2676,248859,4486,Admin,5776,10290,3099,119957,5800
02/09/2021,6,MH,238,5145,127,216,4628,112,Report,238,127,0,0,0
02/09/2021,6,FL,123773,2731300,97594,57829,2023419,44442,Report,123773,97594,0,0,0
02/09/2021,6,CA,235223,6001380,210336,144992,4737131,147330,Admin,235223,210337,88529,1202196,59764
02/09/2021,6,KY,28068,702308,24418,13468,505824,12458,Admin,28068,24418,14389,191346,11821
02/09/2021,6,AL,32049,585261,20830,21153,463509,14187,Admin,32049,20831,10741,120265,6541
02/09/2021,6,PA,84015,2047874,68400,53983,1540067,44784,Admin,84015,68401,29594,495343,23131
02/09/2021,6,CA,101616,4784478,177237,68538,3880253,134252,Report,101616,177237,0,0,0
02/09/2021,6,KS,15357,434470,13938,9170,314470,8564,Admin,15357,13939,6020,113903,5271
02/09/2021,6,NJ,49407,1248302,45740,28871,941464,26900,Admin,49407,45740,20400,299211,18690
02/09/2021,6,VT,3814,113233,3295,2036,77084,1908,Admin,3814,3295,1772,35888,1380
02/09/2021,6,IN,11299,761070,21254,5465,598731,14217,Report,11299,21254,0,0,0
02/09/2021,6,WA,39721,1223221,35515,21637,919963,21281,Admin,39721,35516,17516,282993,13880
02/09/2021,6,VI,535,10064,479,299,7313,267,Report,535,479,0,0,0
02/09/2021,6,VI,783,15733,488,436,11439,248,Admin,783,489,346,4269,240
02/09/2021,6,AL,23333,490969,17012,16682,395196,11784,Report,23333,17012,0,0,0
02/09/2021,6,RI,4690,153109,4478,3054,107546,2783,Admin,4690,4479,1635,45492,1692
02/09/2021,6,MN,0,745290,27513,0,541133,15709,Report,0,27513,0,0,0
02/09/2021,6,RP,59,3530,43,0,3112,0,Admin,59,43,59,418,42
02/09/2021,6,AL,23333,490969,17012,16682,395196,11784,Report,23333,17012,0,0,0
02/09/2021,6,DC,4851,153432,4548,2654,106426,2257,Admin,4851,4548,1901,42742,2088
02/09/2021,6,OK,2153,588207,20362,923,432422,9985,Report,2153,20362,0,0,0
02/09/2021,6,CA,101616,4784478,177237,68538,3880253,134252,Report,101616,177237,0,0,0
02/09/2021,6,MO,3424,646863,25780,2080,492766,19143,Report,3424,25780,0,0,0
02/09/2021,6,IL,20087,1477780,57815,16329,1148175,45231,Report,20087,57815,0,0,0
02/09/2021,6,RI,1595,122079,3220,1227,86264,1825,Report,1595,3220,0,0,0
02/09/2021,6,FM,263,8214,248,175,7868,209,Admin,263,248,86,311,38
02/09/2021,6,AR,2463,404127,12808,1313,305917,7725,Report,2463,12808,0,0,0
02/09/2021,6,TN,6359,812079,25742,4574,558590,15422,Report,6359,25742,0,0,0
02/09/2021,6,MP,349,12264,265,163,8023,137,Report,349,265,0,0,0
02/09/2021,6,MH,409,6897,311,393,6221,288,Admin,409,311,15,619,23
02/09/2021,6,NH,7751,189170,5724,4493,131977,3136,Admin,7751,5724,3240,56882,2577
02/09/2021,6,PR,14353,314047,8658,7749,236882,5671,Report,14353,8658,0,0,0
02/09/2021,6,NY,23619,2441693,67892,27926,1795592,36337,Report,23619,67892,0,0,0
02/09/2021,6,VA,25951,1161590,37197,14965,912014,24285,Report,25951,37197,0,0,0
02/09/2021,6,LTC,169158,5402652,159805,69870,3764155,74397,Admin,169158,159806,97961,1603033,84299
02/09/2021,6,MD,32852,881780,30178,17840,656237,16667,Admin,32852,30178,14628,221015,13218
02/09/2021,6,PR,22141,551822,16589,12199,385793,9869,Admin,22141,16589,9889,149163,6659
02/09/2021,6,VT,2709,93037,2717,1840,64864,1410,Report,2709,2717,0,0,0
02/09/2021,6,OH,27408,1373728,46941,20656,1059251,29216,Report,27408,46941,0,0,0
02/09/2021,6,LTC,68741,5015224,166252,31741,3810039,85788,Report,68741,166252,0,0,0
02/09/2021,6,NE,1237,235298,7555,816,165853,4425,Report,1237,7555,0,0,0
02/09/2021,6,NM,21572,518731,15675,10444,365954,8520,Admin,21572,15675,10887,145109,6824
02/09/2021,6,MN,30537,863730,25964,17299,649045,18111,Admin,30537,25964,13017,210188,7705
02/09/2021,6,NC,54691,1628531,51365,16243,1217448,26180,Admin,54691,51366,38344,406167,25044
02/09/2021,6,WY,0,76457,2491,0,58775,1503,Report,0,2491,0,0,0
02/09/2021,6,GA,57058,1452210,40270,21895,1061498,18687,Admin,57058,40271,33581,344119,20530
02/09/2021,6,MT,7385,188743,5796,4661,132726,3604,Admin,7385,5796,2592,51625,2101
02/08/2021,6,PA,33519,1441358,43882,25926,1108626,29770,Report,33519,43882,0,0,0
02/08/2021,6,AL,29617,553212,19554,21480,442356,13401,Admin,29617,19555,7930,109524,6058
02/08/2021,6,SC,26537,720187,24360,12966,546471,14764,Admin,26537,24361,12395,162290,9006
02/08/2021,6,TN,31088,971242,28794,20472,662027,18014,Admin,31088,28795,9894,294198,10086
02/08/2021,6,CO,22065,751960,23168,11582,539961,12077,Report,22065,23168,0,0,0
02/08/2021,6,ME,6111,210242,6478,3976,152554,4180,Admin,6111,6479,2114,55358,2277
02/08/2021,6,LTC,161593,5233494,162526,68177,3694285,76666,Admin,161593,162526,92024,1505072,84737
02/08/2021,6,CT,8473,542414,13309,4470,406697,7016,Report,8473,13309,0,0,0
02/08/2021,6,NY,109534,3017616,93639,43718,2104169,44321,Admin,109534,93640,59422,782335,45976
02/08/2021,6,MS,6397,327429,12653,3211,267797,7753,Report,6397,12653,0,0,0
02/08/2021,6,KS,6810,303094,10886,3801,232575,7077,Report,6810,10886,0,0,0
02/08/2021,6,WV,4328,363208,10000,1216,246183,4228,Admin,4328,10001,3110,116858,5769
02/08/2021,6,CT,18451,611040,16038,8312,441437,7765,Admin,18451,16038,10016,159166,8182
02/08/2021,6,AR,14584,479248,13872,4875,351747,7292,Admin,14584,13872,9616,122411,6498
02/08/2021,6,AL,5304,467636,15622,2947,378514,10984,Report,5304,15622,0,0,0
02/08/2021,6,MA,26108,806376,28204,20671,630154,20761,Report,26108,28204,0,0,0
02/08/2021,6,MA,39639,1047049,39501,28021,799603,28461,Admin,39639,39501,11097,235539,10546
02/08/2021,6,OR,14711,655845,20733,7689,479544,11231,Admin,14711,20734,6891,171221,9388
02/08/2021,6,CO,27509,902006,28720,13256,628430,13859,Admin,27509,28721,13707,263085,14506
02/08/2021,6,WI,20725,763252,35695,14499,595912,23758,Report,20725,35695,0,0,0
02/08/2021,6,UT,106344,506629,26228,20533,304991,8625,Report,106344,26228,0,0,0
02/08/2021,6,FM,282,7951,283,230,7693,254,Admin,282,283,52,225,29
02/08/2021,6,VT,3344,109419,3181,2105,75048,1794,Admin,3344,3182,1233,34116,1380
02/08/2021,6,AZ,44638,1150258,43157,25766,870923,27268,Admin,44638,43158,15802,241814,14404
02/08/2021,6,MN,21715,833193,25442,14058,631746,18032,Admin,21715,25442,7474,197171,7263
02/08/2021,6,NC,31820,1274361,42660,20039,999151,25756,Report,31820,42660,0,0,0
02/08/2021,6,UT,11147,451092,14699,6586,335166,8923,Admin,11147,14700,4532,115498,5748
02/08/2021,6,IA,16938,345350,12555,14795,252349,8334,Report,16938,12555,0,0,0
02/08/2021,6,SD,4628,169801,4810,2488,119568,2786,Admin,4628,4810,2138,50099,2018
02/08/2021,6,VT,3148,90328,2557,2161,63024,1294,Report,3148,2557,0,0,0
02/08/2021,6,WV,1341,323387,9009,653,218266,3616,Report,1341,9009,0,0,0
02/08/2021,6,ID,9910,195591,10173,8315,149231,6898,Report,9910,10173,0,0,0
02/08/2021,6,MS,16897,398571,15271,8543,302873,8216,Admin,16897,15271,7819,78890,6462
02/08/2021,6,DE,3222,126650,3422,2286,100736,2322,Report,3222,3422,0,0,0
02/08/2021,6,SC,16775,585692,17563,9980,460511,11625,Report,16775,17563,0,0,0
02/08/2021,6,MD,28583,848928,29498,14314,638397,16074,Admin,28583,29498,13795,206387,13155
02/08/2021,6,NE,8094,308266,9528,3566,217379,5833,Admin,8094,9529,4406,87350,3595
02/08/2021,6,OH,39590,1642915,57236,21089,1241647,36168,Admin,39590,57237,17944,394584,20680
02/08/2021,6,OK,20763,784253,25637,8562,556527,11107,Admin,20763,25637,12076,220015,14400
02/08/2021,6,FM,34,7449,334,1,7310,320,Report,34,334,0,0,0
02/08/2021,6,KS,9399,419113,13951,5174,305300,8317,Admin,9399,13951,4161,107883,5542
02/08/2021,6,MH,0,4907,111,0,4412,93,Report,0,111,0,0,0
02/08/2021,6,GA,21714,1167738,33889,11093,923282,19685,Report,21714,33889,0,0,0
02/08/2021,6,AK,4852,150934,4131,3579,109890,1928,Report,4852,4131,0,0,0
02/08/2021,6,RI,3417,120484,3749,1711,85037,2323,Report,3417,3749,0,0,0
02/08/2021,6,FL,0,2607527,86021,0,1965590,40274,Report,0,86021,0,0,0
02/08/2021,6,NV,12612,346685,13990,8434,278091,9451,Report,12612,13990,0,0,0
02/08/2021,6,VA,32269,1135639,37831,21207,897049,25562,Report,32269,37831,0,0,0
02/08/2021,6,PR,17138,529681,16379,9041,373594,9821,Admin,17138,16380,8056,139274,6480
02/08/2021,6,VI,370,14950,482,201,11003,231,Admin,370,482,169,3923,249
02/08/2021,6,ME,0,178449,4666,0,132273,3194,Report,0,4666,0,0,0
02/08/2021,6,NM,10547,497159,14626,4795,355510,8075,Admin,10547,14626,5069,134222,6233
02/08/2021,6,IL,56373,1759920,68216,42233,1348526,53162,Admin,56373,68216,13153,359311,13818
02/08/2021,6,DC,4289,148581,4438,2477,103772,2203,Admin,4289,4439,1524,40841,2064
02/08/2021,6,NJ,43623,1198895,41692,24122,912593,24126,Admin,43623,41692,19279,278811,17429
02/08/2021,6,ND,2356,147620,4697,1406,101627,2745,Admin,2356,4698,946,43898,1936
02/08/2021,6,TX,75424,3322062,117976,48336,2512804,74464,Report,75424,117976,0,0,0
02/08/2021,6,MH,300,6488,278,292,5828,248,Admin,300,278,8,604,29
02/08/2021,6,NY,81207,2418074,70058,45364,1767666,36629,Report,81207,70058,0,0,0
02/08/2021,6,RP,0,3467,51,0,3109,0,Report,0,51,0,0,0
02/08/2021,6,AK,4252,187114,5729,1506,129810,2394,Admin,4252,5730,2692,55796,3278
02/08/2021,6,PR,0,299694,6608,0,229133,4564,Report,0,6608,0,0,0
02/08/2021,6,IL,56108,1457693,57554,45247,1131846,44942,Report,56108,57554,0,0,0
02/08/2021,6,MP,26,11915,252,13,7860,138,Report,26,252,0,0,0
02/08/2021,6,US,1558233,50421581,1676569,837421,37228653,992329,Admin,1558233,1676569,691601,12371124,657976
02/08/2021,6,NV,10635,416044,13514,5841,324132,8144,Admin,10635,13514,4616,84103,4893
02/08/2021,6,AZ,31788,841018,31487,21788,678697,22041,Report,31788,31487,0,0,0
02/08/2021,6,LA,14100,614041,21552,5071,436190,8528,Report,14100,21552,0,0,0
02/08/2021,6,MT,2827,181358,5642,1690,128065,3441,Admin,2827,5642,1027,49033,2122
02/08/2021,6,AS,0,12259,214,0,9779,9,Report,0,214,0,0,0
02/08/2021,6,CA,197696,4682862,175654,158177,3811715,135707,Report,197696,175654,0,0,0
02/08/2021,6,MI,30435,1282375,39547,13785,938279,20555,Report,30435,39547,0,0,0
02/08/2021,6,GU,147,29719,896,129,23693,736,Report,147,896,0,0,0
02/08/2021,6,NJ,20081,1094886,40656,9166,822080,20213,Report,20081,40656,0,0,0
02/08/2021,6,IA,17460,434237,17662,11597,304137,11385,Admin,17460,17663,5758,124047,5981
02/08/2021,6,NC,46388,1573840,50363,22266,1201205,27091,Admin,46388,50363,23935,367823,23117
02/08/2021,6,FL,111653,3629244,120985,52096,2431726,50055,Admin,111653,120985,56640,1108837,67027
02/08/2021,6,ND,2958,129780,4328,2151,87633,2292,Report,2958,4328,0,0,0
02/08/2021,6,MD,18280,683305,22143,13723,531771,13001,Report,18280,22143,0,0,0
02/08/2021,6,WA,32808,937926,31046,22716,731739,21331,Report,32808,31046,0,0,0
02/08/2021,6,NM,10993,342786,9652,5752,251082,5552,Report,10993,9652,0,0,0
02/08/2021,6,HI,6987,194035,8314,5029,142259,4788,Report,6987,8314,0,0,0
02/08/2021,6,MP,347,12300,267,162,8040,138,Admin,347,267,185,4252,129
02/08/2021,6,WI,24205,896804,33635,15552,675428,22253,Admin,24205,33636,8198,195933,10421
02/08/2021,6,OK,12308,586054,20353,6887,431499,10118,Report,12308,20353,0,0,0
02/08/2021,6,KY,18754,674240,24008,6849,492356,12463,Admin,18754,24008,11800,176957,11413
02/08/2021,6,MO,18287,643439,25891,13274,490686,19328,Report,18287,25891,0,0,0
02/08/2021,6,CA,197696,4682862,175654,158177,3811715,135707,Report,197696,175654,0,0,0
02/08/2021,6,OH,52355,1346320,48814,31845,1038595,30571,Report,52355,48814,0,0,0
02/08/2021,6,MN,16202,745290,28423,12596,541133,16512,Report,16202,28423,0,0,0
02/08/2021,6,AL,5304,467636,15622,2947,378514,10984,Report,5304,15622,0,0,0
02/08/2021,6,CA,202055,5766157,207120,134589,4592139,149499,Admin,202055,207121,66318,1113667,54302
02/08/2021,6,TX,106877,4236333,141981,50359,3087015,82970,Admin,106877,141981,56332,1142214,58841
02/08/2021,6,GU,202,39863,1004,137,29743,670,Admin,202,1004,51,9457,321
02/08/2021,6,MO,26343,861059,28698,13762,639279,19363,Admin,26343,28698,12292,204404,9017
02/08/2021,6,GA,48955,1395152,38558,19350,1039603,19211,Admin,48955,38559,28169,310538,18345
02/08/2021,6,MI,44798,1497308,49343,18018,1062261,24772,Admin,44798,49343,26052,410150,23953
02/08/2021,6,KY,16340,564682,21305,11318,434294,12416,Report,16340,21305,0,0,0
02/08/2021,6,WY,3751,96280,3186,2006,71388,1712,Admin,3751,3187,1717,23556,1416
02/08/2021,6,NH,3318,181419,4830,1537,127484,2576,Admin,3318,4831,1770,53642,2245
02/08/2021,6,DE,3292,151015,3610,2192,118870,2429,Admin,3292,3610,1083,30780,1167
02/08/2021,6,NH,716,166603,5155,211,119763,2817,Report,716,5155,0,0,0
02/08/2021,6,OR,21694,554440,18688,12641,412660,9976,Report,21694,18688,0,0,0
02/08/2021,6,WA,29899,1183500,35333,13855,898326,21918,Admin,29899,35334,15688,265477,13094
02/08/2021,6,UT,106344,506629,26228,20533,304991,8625,Report,106344,26228,0,0,0
02/08/2021,6,US,1206680,42417617,1456459,761046,32340146,902428,Report,1206680,1456459,0,0,0
02/08/2021,6,MT,1508,139273,4733,1103,102365,3105,Report,1508,4733,0,0,0
02/08/2021,6,WY,4599,76457,2534,2699,58775,1517,Report,4599,2534,0,0,0
02/08/2021,6,PA,69154,1963859,64043,43519,1486084,41951,Admin,69154,64043,24763,465749,21600
02/08/2021,6,IN,38368,1062112,35062,18764,758034,20170,Admin,38368,35063,18248,265383,13485
02/08/2021,6,RP,0,3471,42,0,3112,0,Admin,0,43,0,359,42
02/08/2021,6,DC,2656,108475,3708,1846,75351,1735,Report,2656,3708,0,0,0
02/08/2021,6,VI,52,9529,488,42,7014,284,Report,52,488,0,0,0
02/08/2021,6,IN,0,749771,20369,0,593266,13931,Report,0,20369,0,0,0
02/08/2021,6,LTC,107339,4946483,171101,59672,3778298,91183,Report,107339,171101,0,0,0
02/08/2021,6,AR,8219,401664,12919,4465,304604,7809,Report,8219,12919,0,0,0
02/08/2021,6,TN,14697,805720,25401,10223,554016,15148,Report,14697,25401,0,0,0
02/08/2021,6,VA,30679,1345007,40520,13752,1034230,24820,Admin,30679,40520,16477,272787,15158
02/08/2021,6,LA,21481,738913,25447,10628,511510,10834,Admin,21481,25448,10697,223770,14425
02/08/2021,6,NE,3187,234061,7592,1558,165037,4406,Report,3187,7592,0,0,0
02/08/2021,6,SD,1629,133068,3626,1017,92615,2223,Report,1629,3626,0,0,0
02/08/2021,6,MA,26108,806376,28204,20671,630154,20761,Report,26108,28204,0,0,0
02/08/2021,6,RI,3594,148419,4346,1996,104492,2620,Admin,3594,4347,1592,43857,1723
02/08/2021,6,HI,8498,275778,8580,4523,207756,5139,Admin,8498,8580,3968,67733,3435
02/08/2021,6,ID,8052,244469,8872,4603,178565,6182,Admin,8052,8872,3289,51365,2504
02/08/2021,6,AS,616,13563,317,13,10011,4,Admin,616,317,601,3536,313
02/07/2021,6,MI,8667,1452510,48294,4058,1044243,24601,Admin,8667,48294,4443,384098,23104
02/07/2021,6,AS,0,12259,333,0,9779,122,Report,0,333,0,0,0
02/07/2021,6,MA,53148,780268,28727,37630,609483,21154,Report,53148,28727,0,0,0
02/07/2021,6,IN,0,749771,20369,0,593266,13931,Report,0,20369,0,0,0
02/07/2021,6,LA,29210,599941,22318,11792,431119,8805,Report,29210,22318,0,0,0
02/07/2021,6,CA,347566,4485166,171402,263632,3653538,133715,Report,347566,171402,0,0,0
02/07/2021,6,VI,45,14580,513,21,10802,241,Admin,45,513,24,3754,269
02/07/2021,6,NV,11821,334073,13285,5597,269657,9109,Report,11821,13285,0,0,0
02/07/2021,6,CA,79230,5564102,205198,59677,4457550,150450,Admin,79230,205199,16869,1047349,51006
02/07/2021,6,MH,167,4907,111,153,4412,93,Report,167,111,0,0,0
02/07/2021,6,NH,4709,165887,5368,3029,119552,3004,Report,4709,5368,0,0,0
02/07/2021,6,LTC,210182,4839144,165061,112609,3718626,87974,Report,210182,165061,0,0,0
02/07/2021,6,MN,25722,729088,30049,18929,528537,17975,Report,25722,30049,0,0,0
02/07/2021,6,TX,138702,3246638,119680,93157,2464468,76606,Report,138702,119680,0,0,0
02/07/2021,6,DE,4953,123428,3353,3488,98450,2211,Report,4953,3353,0,0,0
02/07/2021,6,TX,32283,4129456,144314,21033,3036656,84721,Admin,32283,144315,11170,1085882,59415
02/07/2021,6,DE,678,147723,3532,597,116678,2263,Admin,678,3532,72,29697,1245
02/07/2021,6,AS,0,12947,271,0,9998,9,Admin,0,271,0,2935,262
02/07/2021,6,AL,2659,523595,17936,1941,420876,12214,Admin,2659,17936,714,101594,5643
02/07/2021,6,NM,1725,486612,14629,702,350715,8314,Admin,1725,14630,1004,129153,6080
02/07/2021,6,IA,6504,416777,17005,5111,292540,10642,Admin,6504,17006,1386,118289,6067
02/07/2021,6,AZ,18823,1105620,41669,11170,845157,27022,Admin,18823,41670,6135,226012,13452
02/07/2021,6,RP,107,3467,51,0,3109,0,Report,107,51,0,0,0
02/07/2021,6,MP,192,11889,263,77,7847,136,Report,192,263,0,0,0
02/07/2021,6,US,2172973,41210937,1441091,1328136,31579100,911137,Report,2172973,1441091,0,0,0
02/07/2021,6,IL,71622,1401585,55733,58112,1086599,43580,Report,71622,55733,0,0,0
02/07/2021,6,RP,0,3471,51,0,3112,0,Admin,0,51,0,359,51
02/07/2021,6,OK,32494,573746,19394,18253,424612,9674,Report,32494,19394,0,0,0
02/07/2021,6,OH,18891,1603325,58906,13908,1220558,36936,Admin,18891,58907,4822,376640,21548
02/07/2021,6,OK,2470,763490,25540,1106,547965,11304,Admin,2470,25540,1357,207939,14108
02/07/2021,6,UT,0,400285,16255,0,284458,8120,Report,0,16255,0,0,0
02/07/2021,6,ME,9823,178449,5442,6146,132273,3801,Report,9823,5442,0,0,0
02/07/2021,6,HI,1187,267280,8577,819,203233,5241,Admin,1187,8577,368,63765,3330
02/07/2021,6,ME,768,204131,6458,637,148578,4161,Admin,768,6458,130,53244,2276
02/07/2021,6,MA,16914,1007410,38643,12421,771582,27570,Admin,16914,38643,4450,224442,10598
02/07/2021,6,WY,0,71858,2119,0,56076,1205,Report,0,2119,0,0,0
02/07/2021,6,AR,1319,464664,13371,484,346872,7372,Admin,1319,13371,829,112795,5912
02/07/2021,6,WI,104286,742527,35924,60082,581413,24543,Report,104286,35924,0,0,0
02/07/2021,6,KY,31174,548342,20520,16186,422976,12177,Report,31174,20520,0,0,0
02/07/2021,6,FL,221688,2607527,92557,100500,1965590,44226,Report,221688,92557,0,0,0
02/07/2021,6,VI,11,9477,496,11,6972,293,Report,11,496,0,0,0
02/07/2021,6,RI,5237,117067,3699,2241,83326,2226,Report,5237,3699,0,0,0
02/07/2021,6,OH,51478,1293965,48565,31130,1006750,31021,Report,51478,48565,0,0,0
02/07/2021,6,CO,5094,874497,27704,2393,615174,13330,Admin,5094,27704,2469,249378,14021
02/07/2021,6,WY,100,92529,2937,92,69382,1581,Admin,100,2937,4,21839,1298
02/07/2021,6,ID,2867,236417,8929,1962,173962,6401,Admin,2867,8929,900,48076,2328
02/07/2021,6,VT,883,106075,3128,612,72943,1690,Admin,883,3129,261,32883,1431
02/07/2021,6,GU,359,39661,1059,200,29606,721,Admin,359,1059,149,9406,321
02/07/2021,6,CT,14541,533941,13871,6673,402227,7478,Report,14541,13871,0,0,0
02/07/2021,6,ID,9461,185681,9257,7106,140916,6090,Report,9461,9257,0,0,0
02/07/2021,6,RI,1248,144825,4096,603,102496,2436,Admin,1248,4097,643,42265,1658
02/07/2021,6,MT,1106,178531,5791,875,126375,3539,Admin,1106,5791,197,48006,2171
02/07/2021,6,NJ,11102,1155272,36752,5585,888471,21164,Admin,11102,36752,5497,259532,15474
02/07/2021,6,IN,9045,1023744,34281,3242,739270,20413,Admin,9045,34281,5373,247135,12447
02/07/2021,6,AL,7159,462332,15480,5292,375567,11038,Report,7159,15480,0,0,0
02/07/2021,6,NC,10854,1527452,49146,4633,1178939,26769,Admin,10854,49147,6174,343888,22229
02/07/2021,6,MA,53148,780268,28727,37630,609483,21154,Report,53148,28727,0,0,0
02/07/2021,6,TN,38725,791023,25973,22172,543793,15052,Report,38725,25973,0,0,0
02/07/2021,6,SD,700,165173,4768,193,117080,2775,Admin,700,4769,504,47961,1988
02/07/2021,6,GU,613,29572,1017,369,23564,826,Report,613,1017,0,0,0
02/07/2021,6,AK,6935,146082,3785,3148,106311,1632,Report,6935,3785,0,0,0
02/07/2021,6,HI,7989,187048,8254,4529,137230,4833,Report,7989,8254,0,0,0
02/07/2021,6,KY,4752,655486,23702,1493,485507,12497,Admin,4752,23702,3231,165157,11047
02/07/2021,6,ND,6080,126822,4130,3547,85482,2094,Report,6080,4130,0,0,0
02/07/2021,6,CA,347566,4485166,171402,263632,3653538,133715,Report,347566,171402,0,0,0
02/07/2021,6,FL,38070,3517591,121964,19665,2379630,47882,Admin,38070,121965,16619,1052197,69788
02/07/2021,6,MH,10,6188,264,10,5536,228,Admin,10,264,0,596,36
02/07/2021,6,US,446729,48863348,1645342,280181,36391232,980615,Admin,446729,1645343,155129,11679523,638465
02/07/2021,6,PR,1217,512543,16053,778,364553,9800,Admin,1217,16054,437,131218,6134
02/07/2021,6,DC,2049,144292,4189,457,101295,2054,Admin,2049,4189,1575,39317,1993
02/07/2021,6,AZ,42442,809230,30732,27159,656909,22281,Report,42442,30732,0,0,0
02/07/2021,6,MD,7982,820345,27340,6120,624083,15159,Admin,7982,27341,1816,192592,11928
02/07/2021,6,OR,22871,532746,17837,10506,400019,9761,Report,22871,17837,0,0,0
02/07/2021,6,KS,16032,296284,10688,10604,228774,6945,Report,16032,10688,0,0,0
02/07/2021,6,WA,37345,905118,31539,24539,709023,21931,Report,37345,31539,0,0,0
02/07/2021,6,CT,3959,592589,14243,1654,433125,6943,Admin,3959,14243,2266,149150,7210
02/07/2021,6,MP,11,11953,254,1,7878,138,Admin,11,255,10,4067,116
02/07/2021,6,OR,13985,641134,20932,8231,471855,11247,Admin,13985,20932,5691,164330,9564
02/07/2021,6,CO,35035,729895,22952,16355,528379,12543,Report,35035,22952,0,0,0
02/07/2021,6,PR,0,299694,7186,0,229133,5042,Report,0,7186,0,0,0
02/07/2021,6,MS,20568,321032,12090,12017,264586,7557,Report,20568,12090,0,0,0
02/07/2021,6,WV,7176,322046,8896,3312,217613,3576,Report,7176,8896,0,0,0
02/07/2021,6,AL,7159,462332,15480,5292,375567,11038,Report,7159,15480,0,0,0
02/07/2021,6,NY,40119,2908082,83786,21967,2060451,40228,Admin,40119,83787,16026,722913,41045
02/07/2021,6,TN,5768,940154,29846,4194,641555,17805,Admin,5768,29846,1435,284304,11223
02/07/2021,6,FM,1,7669,336,0,7463,314,Admin,1,337,1,173,22
02/07/2021,6,GA,5683,1346197,37954,2393,1020253,19920,Admin,5683,37954,3198,282369,17011
02/07/2021,6,WA,11475,1153601,35609,6113,884471,22802,Admin,11475,35609,5242,249789,12494
02/07/2021,6,PA,69348,1407839,45667,46305,1082700,31526,Report,69348,45667,0,0,0
02/07/2021,6,FM,80,7415,493,79,7309,482,Report,80,493,0,0,0
02/07/2021,6,NM,9182,331793,9664,4814,245330,5766,Report,9182,9664,0,0,0
02/07/2021,6,MT,6882,137765,4749,4868,101262,3097,Report,6882,4749,0,0,0
02/07/2021,6,VA,4422,1314328,39810,2587,1020478,24950,Admin,4422,39810,1685,256310,14317
02/07/2021,6,IA,19885,328412,10887,13117,237554,6695,Report,19885,10887,0,0,0
02/07/2021,6,PA,17702,1894705,59614,12855,1442565,39045,Admin,17702,59614,4769,440986,20138
02/07/2021,6,VA,50793,1103370,38593,33255,875842,26851,Report,50793,38593,0,0,0
02/07/2021,6,NY,111551,2336867,65915,61049,1722302,35527,Report,111551,65915,0,0,0
